agent1,x1,y1,agent2,x2,y2
human,-0.4795074857,-3.2800926544,robot,-0.60798913,2.9862510044
human,-0.4782906841,-3.2632123056,robot,-0.6082934003,2.9716404648
human,-0.4770683919,-3.2462716719,robot,-0.6086598124,2.9570211576
human,-0.475867718,-3.2292649971,robot,-0.6090957341,2.9424074656
human,-0.4747169144,-3.2121890395,robot,-0.6096037551,2.9278137436
human,-0.4736435326,-3.1950418322,robot,-0.6101815585,2.913252714
human,-0.4726728195,-3.1778215446,robot,-0.6108224585,2.8987343767
human,-0.4718263564,-3.1605258374,robot,-0.6115169718,2.8842659765
human,-0.4711212089,-3.143151648,robot,-0.6122548217,2.8698523559
human,-0.4705697689,-3.1256952641,robot,-0.6130266992,2.8554961547
human,-0.4701800869,-3.1081523536,robot,-0.6138256277,2.8411981723
human,-0.4699564354,-3.0905176652,robot,-0.6146476999,2.8269580533
human,-0.4698998441,-3.0727846085,robot,-0.6154920575,2.812774937
human,-0.4700086245,-3.0549452562,robot,-0.6163604191,2.7986476977
human,-0.4702791274,-3.0369908304,robot,-0.6172565274,2.7845749253
human,-0.4707065127,-3.0189123608,robot,-0.6181855962,2.7705550533
human,-0.471285243,-3.0007014368,robot,-0.6191536189,2.7565866253
human,-0.4720094699,-2.9823509397,robot,-0.6201665018,2.7426684331
human,-0.4728732282,-2.9638556537,robot,-0.6212292079,2.7287993427
human,-0.4738700952,-2.9452132009,robot,-0.6223450974,2.7149777607
human,-0.47499246,-2.926425447,robot,-0.6235156062,2.7012010887
human,-0.4762307764,-2.9074997055,robot,-0.6247404518,2.6874657139
human,-0.4775728062,-2.888449414,robot,-0.6260184039,2.6737674661
human,-0.4790028003,-2.8692945146,robot,-0.6273484699,2.6601020451
human,-0.480500927,-2.8500614185,robot,-0.6287311173,2.646465439
human,-0.4820432715,-2.8307821406,robot,-0.630168878,2.6328544187
human,-0.4836022955,-2.8114927268,robot,-0.6316661648,2.6192665112
human,-0.4851475131,-2.792231248,robot,-0.6332287687,2.6056991097
human,-0.4866464378,-2.773035212,robot,-0.6348634475,2.5921483623
human,-0.4880659126,-2.7539388286,robot,-0.6365776987,2.5786086921
human,-0.4893737984,-2.734971268,robot,-0.638379451,2.5650730788
human,-0.4905410121,-2.7161560534,robot,-0.6402763781,2.5515336175
human,-0.491543739,-2.6975106248,robot,-0.6422749024,2.5379818723
human,-0.4923653998,-2.6790457274,robot,-0.6443791071,2.5244088822
human,-0.4929979258,-2.6607652574,robot,-0.6465897533,2.5108050681
human,-0.493441984,-2.6426670359,robot,-0.648903664,2.4971602073
human,-0.4937061725,-2.6247441707,robot,-0.6513138501,2.4834633567
human,-0.4938056055,-2.6069862411,robot,-0.6538105647,2.4697028596
human,-0.4937603082,-2.5893799452,robot,-0.6563828544,2.4558666882
human,-0.4935935767,-2.5719095639,robot,-0.6590199216,2.4419431616
human,-0.4933302011,-2.5545577123,robot,-0.6617120398,2.4279222652
human,-0.4929945695,-2.5373063361,robot,-0.6644510213,2.413797358
human,-0.4926089658,-2.5201375176,robot,-0.6672300515,2.3995662466
human,-0.4921922965,-2.5030337159,robot,-0.6700428398,2.3852315215
human,-0.491759323,-2.485977435,robot,-0.6728824279,2.3708009587
human,-0.4913204245,-2.4689507805,robot,-0.6757400629,2.3562874995
human,-0.4908817394,-2.4519355308,robot,-0.6786046112,2.3417078121
human,-0.4904456152,-2.4349136992,robot,-0.681463165,2.3270804414
human,-0.49001147,-2.4178680649,robot,-0.6843029637,2.3124249808
human,-0.4895767056,-2.4007827046,robot,-0.6871137799,2.2977618981
human,-0.4891369558,-2.3836435308,robot,-0.6898897745,2.2831124287
human,-0.4886855824,-2.366438233,robot,-0.6926302017,2.2684982158
human,-0.4882131228,-2.3491558424,robot,-0.6953385373,2.2539398268
human,-0.4877073687,-2.3317870147,robot,-0.6980201833,2.2394542463
human,-0.4871542481,-2.3143249722,robot,-0.7006797108,2.225052825
human,-0.4865391983,-2.29676613,robot,-0.7033187814,2.2107407559
human,-0.4858483638,-2.2791099719,robot,-0.7059353852,2.1965180473
human,-0.4850691437,-2.2613582115,robot,-0.7085242909,2.1823810839
human,-0.4841904211,-2.2435137042,robot,-0.7110781425,2.1683238421
human,-0.4832029244,-2.2255796949,robot,-0.713588833,2.1543388595
human,-0.4820994966,-2.2075597103,robot,-0.7160490112,2.140418233
human,-0.480874885,-2.1894575849,robot,-0.7184534831,2.1265543322
human,-0.4795250643,-2.1712764996,robot,-0.7208002941,2.1127401583
human,-0.4780466411,-2.153017787,robot,-0.7230912864,2.0989695153
human,-0.4764368607,-2.1346811625,robot,-0.7253319134,2.0852370354
human,-0.4746940031,-2.1162658959,robot,-0.7275303573,2.0715380385
human,-0.4728177791,-2.0977716086,robot,-0.7296963383,2.0578680011
human,-0.4708097447,-2.0791984441,robot,-0.7318399124,2.0442216505
human,-0.4686739096,-2.0605473379,robot,-0.7339701937,2.0305923172
human,-0.4664174196,-2.0418213027,robot,-0.7360939717,2.0169720611
human,-0.4640511436,-2.0230274985,robot,-0.7382145389,2.0033524857
human,-0.4615902615,-2.0041789499,robot,-0.7403309982,1.9897258657
human,-0.4590545499,-1.9852949154,robot,-0.742438078,1.9760859312
human,-0.4564678912,-1.9663995397,robot,-0.7445265424,1.9624278243
human,-0.4538572835,-1.9475197907,robot,-0.7465843331,1.948747709
human,-0.4512517532,-1.9286836996,robot,-0.7485981366,1.9350424208
human,-0.4486811248,-1.9099187196,robot,-0.7505546851,1.921308772
human,-0.44617464,-1.8912503341,robot,-0.7524415764,1.9075429329
human,-0.4437594448,-1.8727010567,robot,-0.754248029,1.8937408334
human,-0.441459052,-1.8542893555,robot,-0.7559657057,1.8798991008
human,-0.4392921711,-1.8360287502,robot,-0.7575893131,1.8660151284
human,-0.4372719735,-1.8179277592,robot,-0.7591168936,1.8520859371
human,-0.4354053936,-1.7999905297,robot,-0.7605500382,1.8381069009
human,-0.4336924112,-1.7822173726,robot,-0.7618942204,1.8240715499
human,-0.4321257304,-1.7646050017,robot,-0.7631590438,1.8099727455
human,-0.4306911283,-1.7471468049,robot,-0.7643579131,1.7958041812
human,-0.4293683753,-1.7298330053,robot,-0.7655070994,1.7815607023
human,-0.4281325135,-1.7126505731,robot,-0.7666245208,1.7672374578
human,-0.4269553988,-1.6955834156,robot,-0.767728428,1.7528294126
human,-0.4258074987,-1.6786132457,robot,-0.7688362516,1.7383319992
human,-0.4246599057,-1.6617207583,robot,-0.7699637702,1.7237422103
human,-0.4234865262,-1.6448867066,robot,-0.7711245819,1.709059693
human,-0.4222662138,-1.6280928466,robot,-0.7723299015,1.6942880061
human,-0.4209844583,-1.6113224555,robot,-0.7735883412,1.679435536
human,-0.4196343478,-1.5945603874,robot,-0.7749050937,1.6645152454
human,-0.4182166696,-1.5777931044,robot,-0.776280481,1.6495432666
human,-0.4167392018,-1.5610086993,robot,-0.777708626,1.6345370768
human,-0.4152154452,-1.5441968689,robot,-0.7791772953,1.6195141254
human,-0.4136631282,-1.527349014,robot,-0.7806693993,1.6044913885
human,-0.4121026841,-1.5104582734,robot,-0.7821658342,1.5894855659
human,-0.4105557439,-1.493519014,robot,-0.7836489372,1.5745132836
human,-0.4090438709,-1.4765260741,robot,-0.7851056726,1.5595907103
human,-0.4075876969,-1.4594746052,robot,-0.7865297819,1.5447324232
human,-0.4062061428,-1.4423600582,robot,-0.7879225134,1.5299501692
human,-0.4049155213,-1.4251775571,robot,-0.7892919004,1.5152520733
human,-0.4037288408,-1.4079212837,robot,-0.7906509179,1.5006421143
human,-0.4026557018,-1.3905843407,robot,-0.7920153012,1.4861194972
human,-0.4017029526,-1.373158846,robot,-0.7934017791,1.4716775454
human,-0.4008758249,-1.3556360593,robot,-0.7948268802,1.4573032499
human,-0.4001789641,-1.3380062858,robot,-0.7963061309,1.442980165
human,-0.399617089,-1.3202586403,robot,-0.7978536231,1.4286938616
human,-0.3991952798,-1.3023809038,robot,-0.7994820156,1.4144357575
human,-0.3989189219,-1.2843594831,robot,-0.8012028354,1.4002041613
human,-0.3987934077,-1.266179768,robot,-0.8030267566,1.3860041105
human,-0.3988234776,-1.2478270793,robot,-0.8049636769,1.3718467326
human,-0.3990120483,-1.2292882538,robot,-0.8070225832,1.3577474623
human,-0.3993588287,-1.2105542513,robot,-0.8092111871,1.3437216522
human,-0.3998590605,-1.1916235136,robot,-0.8115355876,1.3297790064
human,-0.4005023645,-1.1725048967,robot,-0.8140003172,1.31592107
human,-0.4012717069,-1.1532197967,robot,-0.8166085638,1.3021424307
human,-0.4021428846,-1.1338030952,robot,-0.8193621711,1.2884331037
human,-0.4030850256,-1.1143008845,robot,-0.8222613364,1.2747810074
human,-0.4040621131,-1.0947653087,robot,-0.8253041547,1.2611740982
human,-0.405035003,-1.0752502286,robot,-0.8284862333,1.2476012191
human,-0.4059635434,-1.0558085516,robot,-0.8318003715,1.2340518928
human,-0.4068087577,-1.0364894284,robot,-0.8352362073,1.2205163639
human,-0.4075351396,-1.0173352666,robot,-0.8387801823,1.2069858191
human,-0.4081130144,-0.9983795815,robot,-0.8424163098,1.1934514803
human,-0.4085205165,-0.9796461755,robot,-0.8461274183,1.1799029246
human,-0.4087446787,-0.9611493122,robot,-0.8498961195,1.1663274118
human,-0.4087816482,-0.9428942679,robot,-0.8537055301,1.1527105
human,-0.4086362404,-0.9248781377,robot,-0.8575401829,1.1390368127
human,-0.4083209958,-0.9070909145,robot,-0.8613871345,1.1252905256
human,-0.4078549122,-0.8895167395,robot,-0.8652368938,1.1114563707
human,-0.4072621289,-0.8721352933,robot,-0.8690837041,1.0975220352
human,-0.4065707719,-0.8549231574,robot,-0.8729253103,1.0834810733
human,-0.4058116131,-0.8378550561,robot,-0.8767629541,1.0693340394
human,-0.405016325,-0.8209054109,robot,-0.8806016053,1.0550873968
human,-0.4042156494,-0.8040501775,robot,-0.8844494503,1.0407521934
human,-0.4034373157,-0.7872680182,robot,-0.8883161244,1.0263435378
human,-0.4027035355,-0.7705401572,robot,-0.8922102727,1.0118799589
human,-0.4020289858,-0.7538494301,robot,-0.8961372073,0.9973819784
human,-0.4014201332,-0.7371797891,robot,-0.9000971886,0.9828703852
human,-0.4008757269,-0.7205164876,robot,-0.9040849819,0.9683651154
human,-0.4003879133,-0.7038459405,robot,-0.9080911559,0.9538849902
human,-0.3999435364,-0.6871553011,robot,-0.9121047561,0.93944777
human,-0.3995254456,-0.6704326716,robot,-0.9161160513,0.9250704808
human,-0.3991137899,-0.653667746,robot,-0.9201179735,0.910769997
human,-0.3986872651,-0.6368519846,robot,-0.9241058867,0.8965629319
human,-0.3982243924,-0.6199781343,robot,-0.9280762735,0.8824647689
human,-0.3977047126,-0.6030395245,robot,-0.9320252033,0.8684892183
human,-0.3971095853,-0.5860295344,robot,-0.935947407,0.8546474594
human,-0.3964225872,-0.5689415379,robot,-0.9398365934,0.8409456403
human,-0.3956299516,-0.5517693975,robot,-0.9436869006,0.827380397
human,-0.3947214695,-0.5345081876,robot,-0.9474940159,0.8139362343
human,-0.3936915435,-0.5171549488,robot,-0.9512544526,0.8005893371
human,-0.392539671,-0.4997095609,robot,-0.9549639103,0.7873150251
human,-0.3912701894,-0.4821758225,robot,-0.9586168543,0.774092021
human,-0.3898914698,-0.4645617443,robot,-0.9622074473,0.760902856
human,-0.3884144541,-0.4468768865,robot,-0.9657307081,0.7477335028
human,-0.3868508406,-0.429127799,robot,-0.9691835415,0.7345729711
human,-0.3852117029,-0.411315677,robot,-0.9725656782,0.7214126915
human,-0.3835066048,-0.3934365925,robot,-0.9758801306,0.7082458624
human,-0.3817430222,-0.3754821423,robot,-0.979132556,0.6950667759
human,-0.3799264425,-0.3574403211,robot,-0.9823295706,0.681870478
human,-0.3780614974,-0.3392973122,robot,-0.9854767803,0.6686528975
human,-0.376153934,-0.3210408833,robot,-0.9885771242,0.6554106832
human,-0.374212531,-0.3026646993,robot,-0.9916297609,0.642140411
human,-0.3722501051,-0.2841711664,robot,-0.9946298234,0.6288377847
human,-0.3702835487,-0.2655719882,robot,-0.9975691435,0.6154973964
human,-0.3683332565,-0.2468875389,robot,-1.0004375279,0.6021131427
human,-0.3664222016,-0.2281456479,robot,-1.0032241391,0.5886789464
human,-0.3645748072,-0.2093797523,robot,-1.0059187041,0.5751894897
human,-0.3628158007,-0.1906265836,robot,-1.0085122381,0.5616411277
human,-0.3611692853,-0.1719236216,robot,-1.0109972778,0.548032351
human,-0.3596581475,-0.1533064007,robot,-1.0133682046,0.5343624289
human,-0.3583036124,-0.1348061161,robot,-1.0156219653,0.5206285988
human,-0.3571245597,-0.1164483411,robot,-1.0177588411,0.5068236992
human,-0.3561365229,-0.0982529074,robot,-1.0197829046,0.4929357553
human,-0.3553506657,-0.080234137,robot,-1.0217018818,0.4789503399
human,-0.3547729954,-0.0624010075,robot,-1.0235265779,0.4648544257
human,-0.3544037619,-0.0447576747,robot,-1.0252705074,0.4506389219
human,-0.3542369189,-0.0273046321,robot,-1.0269497727,0.4362992255
human,-0.3542598207,-0.0100397951,robot,-1.0285826961,0.4218348471
human,-0.3544532483,0.0070416044,robot,-1.0301888811,0.4072487361
human,-0.3547918505,0.0239481239,robot,-1.031787766,0.3925467315
human,-0.3552455742,0.0406922999,robot,-1.0333972611,0.3777375136
human,-0.3557822437,0.0572889494,robot,-1.0350329697,0.3628329945
human,-0.3563703483,0.0737533382,robot,-1.0367078875,0.3478485604
human,-0.3569811031,0.0901012689,robot,-1.0384323582,0.332802655
human,-0.3575897805,0.1063507953,robot,-1.0402139288,0.317715812
human,-0.3581767515,0.1225233156,robot,-1.0420564411,0.3026094416
human,-0.3587282043,0.1386425026,robot,-1.043958349,0.287504627
human,-0.3592360575,0.1547323946,robot,-1.0459113903,0.2724211492
human,-0.3596973357,0.1708162736,robot,-1.0479007625,0.257376646
human,-0.3601138751,0.1869157334,robot,-1.0499069219,0.2423858674
human,-0.3604922738,0.203049505,robot,-1.051908299,0.2274603299
human,-0.3608435526,0.2192327231,robot,-1.0538841403,0.2126083473
human,-0.3611825906,0.2354770123,robot,-1.0558169748,0.1978351515
human,-0.3615274812,0.2517911657,robot,-1.0576943334,0.1831432085
human,-0.3618987904,0.2681818418,robot,-1.0595094973,0.1685327943
human,-0.3623187717,0.2846539594,robot,-1.0612614192,0.1540025554
human,-0.3628105346,0.3012110271,robot,-1.0629541673,0.1395499832
human,-0.3633971414,0.3178556904,robot,-1.0645961026,0.1251719793
human,-0.3641007938,0.3345903386,robot,-1.066198837,0.1108654313
human,-0.3649421936,0.3514176005,robot,-1.0677760103,0.0966274928
human,-0.3659399992,0.3683407772,robot,-1.0693420374,0.0824556319
human,-0.3671104511,0.3853640873,robot,-1.0709110445,0.0683478092
human,-0.3684672185,0.4024926078,robot,-1.0724959724,0.054302594
human,-0.3700213619,0.4197320517,robot,-1.0741077932,0.0403190076
human,-0.3717812757,0.4370884974,robot,-1.0757550547,0.0263963568
human,-0.3737522188,0.4545679455,robot,-1.0774438006,0.0125337939
human,-0.3759350007,0.472175638,robot,-1.0791777473,-0.0012704785
human,-0.3783241184,0.4899151799,robot,-1.0809588366,-0.0150196119
human,-0.3809061579,0.5077872969,robot,-1.0827882003,-0.0287179117
human,-0.3836590483,0.5257882486,robot,-1.0846671382,-0.042370442
human,-0.3865522464,0.5439083871,robot,-1.0865977057,-0.0559825757
human,-0.3895475633,0.562131316,robot,-1.0885829916,-0.0695595705
human,-0.39260047,0.5804337323,robot,-1.0906273898,-0.0831064547
human,-0.39566194,0.5987858826,robot,-1.0927369025,-0.0966282896
human,-0.3986807575,0.6171528921,robot,-1.0949192782,-0.1101305564
human,-0.4016060829,0.6354973069,robot,-1.0971837392,-0.123619509
human,-0.4043900186,0.6537823399,robot,-1.0995400985,-0.1371025286
human,-0.4069899352,0.6719746141,robot,-1.1019973218,-0.1505885741
human,-0.4093704507,0.6900457066,robot,-1.1045618607,-0.1640887857
human,-0.4115050346,0.7079727809,robot,-1.107236056,-0.1776172343
human,-0.4133772258,0.7257388873,robot,-1.1100171476,-0.1911892844
human,-0.4149814754,0.7433332552,robot,-1.1128975293,-0.2048151495
human,-0.4163234251,0.7607514902,robot,-1.1158654703,-0.2184959882
human,-0.4174191991,0.7779949999,robot,-1.1189051898,-0.2322292834
human,-0.4182937286,0.7950694294,robot,-1.1219971169,-0.2460156123
human,-0.4189786628,0.8119831587,robot,-1.1251193506,-0.2598597645
human,-0.4195101478,0.8287465805,robot,-1.1282498785,-0.2737688624
human,-0.4199264856,0.8453717002,robot,-1.1313687319,-0.2877499034
human,-0.4202657945,0.8618716238,robot,-1.1344594435,-0.3018073197
human,-0.4205638948,0.8782603792,robot,-1.1375094473,-0.3159413088
human,-0.4208527179,0.8945538758,robot,-1.1405094887,-0.3301476155
human,-0.4211591581,0.9107712631,robot,-1.1434525366,-0.3444187272
human,-0.4215039035,0.9269346238,robot,-1.1463331021,-0.3587449169
human,-0.4219003459,0.9430669355,robot,-1.1491476227,-0.3731142542
human,-0.4223541625,0.959190152,robot,-1.1518954925,-0.3875126221
human,-0.4228638385,0.9753242391,robot,-1.1545798302,-0.4019243226
human,-0.4234220348,0.9914868965,robot,-1.1572076255,-0.4163326321
human,-0.4240174761,1.0076933062,robot,-1.1597892128,-0.4307201175
human,-0.4246367081,1.0239555918,robot,-1.1623370578,-0.4450693232
human,-0.4252651611,1.0402828361,robot,-1.1648642561,-0.4593641098
human,-0.4258875964,1.0566820908,robot,-1.1673832422,-0.4735912733
human,-0.4264884258,1.0731596782,robot,-1.1699047729,-0.4877418551
human,-0.4270520029,1.0897219132,robot,-1.1724370242,-0.5018116198
human,-0.4275626229,1.1063742163,robot,-1.1749848245,-0.515800633
human,-0.4280045993,1.1231192201,robot,-1.1775493382,-0.5297122902
human,-0.4283631208,1.1399560903,robot,-1.1801284065,-0.543552147
human,-0.4286257504,1.1568813385,robot,-1.1827172735,-0.5573267945
human,-0.4287839525,1.1738903612,robot,-1.1853093957,-0.571042827
human,-0.428834223,1.1909796017,robot,-1.1878973538,-0.5847059024
human,-0.4287782381,1.2081480955,robot,-1.1904737967,-0.5983202231
human,-0.4286216629,1.2253971983,robot,-1.193032199,-0.6118886731
human,-0.4283724264,1.2427295235,robot,-1.195567371,-0.6254132812
human,-0.4280395053,1.2601486123,robot,-1.1980756075,-0.6388955367
human,-0.4276321224,1.2776591386,robot,-1.2005543464,-0.65233644
human,-0.4271589078,1.2952666564,robot,-1.2030015844,-0.6657366609
human,-0.4266271343,1.3129768,robot,-1.2054153294,-0.6790970906
human,-0.4260423463,1.3307943607,robot,-1.2077929961,-0.6924195427
human,-0.4254086214,1.3487223918,robot,-1.2101308431,-0.7057072115
human,-0.4247294426,1.3667613341,robot,-1.2124237585,-0.7189647473
human,-0.4240088372,1.3849081041,robot,-1.2146653088,-0.7321980922
human,-0.4232524677,1.403154986,robot,-1.216847935,-0.7454142178
human,-0.4224684381,1.4214880144,robot,-1.2189633614,-0.758620843
human,-0.4216676408,1.4398851317,robot,-1.2210029928,-0.771826461
human,-0.4208637571,1.4583154442,robot,-1.222958142,-0.7850406908
human,-0.420073145,1.47674029,robot,-1.2248202949,-0.7982742768
human,-0.4193146444,1.4951155457,robot,-1.2265814878,-0.8115384871
human,-0.4186091233,1.5133945986,robot,-1.2282348058,-0.8248444854
human,-0.4179786441,1.5315316119,robot,-1.2297751004,-0.8382028941
human,-0.4174454269,1.5494845503,robot,-1.2311998154,-0.8516233039
human,-0.4170308019,1.5672176815,robot,-1.2325097652,-0.8651139368
human,-0.416753975,1.5847038514,robot,-1.2337098286,-0.8786820001
human,-0.4166305623,1.6019268934,robot,-1.2348093983,-0.8923345821
human,-0.4166711535,1.6188839488,robot,-1.235822369,-0.9060790856
human,-0.4168801813,1.6355858831,robot,-1.2367666073,-0.9199228682
human,-0.4172555368,1.6520532078,robot,-1.2376629976,-0.9338726872
human,-0.4177888674,1.6683094221,robot,-1.2385341373,-0.9479340497
human,-0.4184659002,1.6843771244,robot,-1.2394028156,-0.9621102769
human,-0.4192669115,1.7002776689,robot,-1.2402905953,-0.9764018123
human,-0.4201679051,1.7160317551,robot,-1.2412167239,-0.9908062442
human,-0.421142365,1.73166009,robot,-1.2421973162,-1.0053183916
human,-0.4221632464,1.747183854,robot,-1.2432446464,-1.0199297609
human,-0.4232050802,1.7626246348,robot,-1.2443663849,-1.0346279716
human,-0.4242458317,1.778004452,robot,-1.2455646072,-1.0493970374
human,-0.4252680661,1.7933462219,robot,-1.2468347871,-1.0642181612
human,-0.4262594794,1.8086741328,robot,-1.2481654558,-1.0790703785
human,-0.4272131973,1.8240136221,robot,-1.2495389963,-1.0939312663
human,-0.4281280133,1.8393908,robot,-1.2509335178,-1.1087779094
human,-0.4290084535,1.854831015,robot,-1.2523256394,-1.1235881243
human,-0.4298644022,1.8703567783,robot,-1.2536938202,-1.1383418523
human,-0.4307101027,1.8859858114,robot,-1.2550214499,-1.1530220747
human,-0.4315627172,1.9017295929,robot,-1.2562989986,-1.1676152618
human,-0.4324408059,1.9175919918,robot,-1.2575250205,-1.1821118899
human,-0.4333632455,1.9335688566,robot,-1.2587059612,-1.19650665
human,-0.4343490538,1.9496508321,robot,-1.2598547175,-1.2107977916
human,-0.4354173508,1.9658279048,robot,-1.2609883411,-1.224985669
human,-0.4365863993,1.9820917111,robot,-1.2621256896,-1.2390711099
human,-0.4378722746,1.9984356085,robot,-1.263285511,-1.2530544393
human,-0.439288013,2.0148543187,robot,-1.2644849563,-1.2669349919
human,-0.4408432307,2.0313436457,robot,-1.2657384194,-1.2807101837
human,-0.4425440726,2.0479007864,robot,-1.2670567452,-1.2943739492
human,-0.4443933536,2.0645250644,robot,-1.2684470444,-1.30791634
human,-0.4463909132,2.0812183503,robot,-1.269913317,-1.3213271116
human,-0.448534456,2.0979851448,robot,-1.2714574927,-1.3346016884
human,-0.4508203547,2.1148319911,robot,-1.2730802521,-1.3477440715
human,-0.4532434773,2.1317659417,robot,-1.2747814898,-1.3607656333
human,-0.4557963983,2.1487931327,robot,-1.2765605292,-1.3736827178
human,-0.4584688554,2.1659181558,robot,-1.2784161792,-1.3865145433
human,-0.461247524,2.183143454,robot,-1.2803467996,-1.3992814487
human,-0.4641160069,2.2004679117,robot,-1.2823504477,-1.4120033769
human,-0.4670552031,2.2178851482,robot,-1.2844250426,-1.4246986711
human,-0.4700441064,2.2353825458,robot,-1.2865685429,-1.4373833753
human,-0.4730604337,2.2529406518,robot,-1.2887791945,-1.4500710063
human,-0.4760805757,2.2705327059,robot,-1.2910557468,-1.462772616
human,-0.4790794648,2.2881256091,robot,-1.2933973049,-1.4754971293
human,-0.4820309976,2.3056828036,robot,-1.2958027398,-1.4882520345
human,-0.4849087497,2.3231677258,robot,-1.2982701649,-1.5010441226
human,-0.4876865168,2.3405464437,robot,-1.3007968557,-1.513879773
human,-0.4903386444,2.3577891004,robot,-1.3033793787,-1.5267648183
human,-0.4928406172,2.3748707635,robot,-1.3060135363,-1.5397046336
human,-0.4951703446,2.3917723235,robot,-1.3086940151,-1.5527047847
human,-0.4973098938,2.4084811813,robot,-1.3114140429,-1.5657716866
human,-0.4992471754,2.424991441,robot,-1.3141652957,-1.5789128226
human,-0.5009773408,2.4413039566,robot,-1.3169380248,-1.592136524
human,-0.5025036534,2.4574261674,robot,-1.3197214786,-1.605451241
human,-0.5038375073,2.4733711568,robot,-1.3225046445,-1.6188644207
human,-0.5049973922,2.4891558734,robot,-1.325277106,-1.6323811798
human,-0.5060070233,2.5047992982,robot,-1.328029585,-1.6460031305
human,-0.5068932829,2.5203213948,robot,-1.3307538236,-1.6597280845
human,-0.5076844217,2.5357427805,robot,-1.3334421132,-1.6735506897
human,-0.5084084029,2.5510844237,robot,-1.3360872078,-1.6874630304
human,-0.5090911433,2.5663670047,robot,-1.3386830459,-1.7014544177
human,-0.5097546905,2.581610385,robot,-1.3412260878,-1.7155106725
human,-0.5104156804,2.5968333996,robot,-1.3437165704,-1.729613648
human,-0.5110845589,2.6120532671,robot,-1.3461589047,-1.743741564
human,-0.5117657365,2.6272847191,robot,-1.348560863,-1.7578705594
human,-0.5124584574,2.6425400578,robot,-1.3509318192,-1.7719772475
human,-0.5131581334,2.6578301785,robot,-1.3532806554,-1.7860413767
human,-0.513857763,2.6731653057,robot,-1.3556139414,-1.8000476832
human,-0.5145489553,2.6885549274,robot,-1.3579348198,-1.8139864991
human,-0.5152224883,2.7040074154,robot,-1.3602426615,-1.8278533476
human,-0.5158686365,2.7195297003,robot,-1.3625331779,-1.8416481797
human,-0.5164774341,2.7351270382,robot,-1.3647987517,-1.8553747854
human,-0.5170390142,2.7508028357,robot,-1.3670292141,-1.8690403716
human,-0.5175440657,2.766558523,robot,-1.3692133279,-1.8826547599
human,-0.5179842248,2.7823935339,robot,-1.3713405869,-1.8962290628
human,-0.518352187,2.7983052334,robot,-1.3734027268,-1.9097743562
human,-0.5186416265,2.8142887583,robot,-1.3753947294,-1.9233006743
human,-0.518847338,2.8303375491,robot,-1.3773152394,-1.9368163682
human,-0.5189657315,2.8464449952,robot,-1.3791663792,-1.9503278718
human,-0.5189952246,2.8626061563,robot,-1.3809531268,-1.9638399663
human,-0.5189361131,2.8788186903,robot,-1.3826822696,-1.9773566059
human,-0.5187899597,2.8950830021,robot,-1.3843610069,-1.9908819276
human,-0.5185587933,2.911401434,robot,-1.385995653,-2.004420802
human,-0.5182444765,2.9277768363,robot,-1.3875906254,-2.0179787472
human,-0.5178486005,2.944211536,robot,-1.3891476684,-2.031561476
human,-0.51737302,2.9607067816,robot,-1.3906655786,-2.0451744282
human,-0.5168207607,2.9772620069,robot,-1.3921404622,-2.0588227013
human,-0.5161969579,2.9938737767,robot,-1.3935662725,-2.0725114289
